egr_fraction,tau
0.0,0.03829626672563925
0.022727272727272728,0.03841847927395228
0.045454545454545456,0.03851943091497443
0.06818181818181818,0.038600334628053616
0.09090909090909091,0.038661990528942564
0.11363636363636365,0.038704603282178056
0.13636363636363635,0.038729162871458056
0.1590909090909091,0.03873645279745632
0.18181818181818182,0.03872740953393786
0.20454545454545456,0.038701616957274386
0.2272727272727273,0.038660108137121445
0.25,0.038603795337673705
