t_ms,air,egr,oxy
85.64892896865209,631.4677799808418,5.484985203059776,0.0
95.63402636986909,694.0199485440135,6.123007852911945,0.0
106.78320336101632,760.8764631447788,6.835051930307116,0.0
119.23217031498676,831.7986789302113,7.629657399892737,0.0
133.13245895011238,906.3772245504028,8.516336183618517,0.0
148.65326680944906,984.005306925165,9.50567902235677,0.0
165.98351677258304,1063.8593414064203,10.609473149089338,0.0
185.33415666882019,1144.892616581846,11.840831306662889,0.0
206.94072698317757,1225.8483740421639,13.214332912555918,0.0
231.06622790989633,1305.2978112083897,14.746177955865797,0.0
258.004320651915,1381.70708141856,16.45435392987756,0.0
288.0829019332653,1453.5331777023575,18.3588158527312,0.0
321.66809523418476,1519.3417581974759,20.481678996899273,0.0
359.1687073311889,1577.935056213483,22.847423309045173,0.0
401.0412043881435,1628.469834615873,25.48310739674608,0.0
447.7952681684697,1670.5452967241922,28.41858926018182,0.0
500.0,1704.2409522205955,31.686748562896316,0.0
